"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"2022","Imprisoned","Jimmy Lai Chee-ying",,"China","UK",,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/JimmyLai.jpeg_91129da8-b4b9-4886-9e92-cb7bb6c54d4b.jpeg","AP/Vincent Yu","Journalist","Imprisoned","N/A","Imprisoned","Staff","Apple Daily, Next Digital Limited","Publisher/Owner","Business, Corruption, Crime, Culture, Human Rights, Politics, Sports, War","Internet, Print","China","Hong Kong",,,"Hong Kong",,"Local",,,,,,,,,"Anti-state, Retaliatory",,"5-10 Years","No",,,"2022-12-10T00:00:00.000Z","5 years, 9 months",
"2022","Imprisoned","José Rubén Zamora Marroquín",,"Guatemala",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/JosRubnZamoraMarroqun%281%29.JPG_bb11b6da-3028-4dfe-9fc7-e16013334ff6.jpeg","(Reuters/Luis Echeverria)","Journalist","Imprisoned","N/A","Imprisoned","Staff","elPeriódico","Columnist/Commentator, Publisher/Owner","Business, Corruption, Politics","Documentary Film, Internet, Print, Radio, Television","Guatemala","Guatemala City",,,"Guatemala City",,"Local",,,,,,,,,"Retaliatory",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Juan Lorenzo Holmann Chamorro",,"Nicaragua",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/JuanLorenzoHolmann.jpeg_da571719-a52b-49d6-826c-38f6239cd381.jpeg","La Prensa","Journalist","Imprisoned","N/A","Imprisoned","Staff","La Prensa","Publisher/Owner","Business, Corruption, Crime, Culture, Human Rights, Politics, Sports","Internet, Print","Nicaragua","Managua",,,"Managua",,"Local",,,,,,,,,"Retaliatory",,"5-10 Years","Yes",,,,"9 years",
"2022","Imprisoned","Juret Haji",,"China",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Xinjiang Daily","Editor","Business, Corruption, Crime, Culture, Human Rights, Politics, Sports, War","Print","China",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Kamiar Fakour",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter, Print Reporter","Culture, Human Rights, Politics","Internet, Print","Iran",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Kao Piseth",,"Cambodia",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Siam Reap Tannhektar","Internet Reporter","Politics","Internet","Cambodia","Battambang",,,"Battambang",,"Local",,,,,,,,,"Anti-state",,"1-5 Years","Yes",,,,"2 years",
"2022","Imprisoned","Kasra Nouri",,"Iran",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/KasraNouri.jpg_6c05e84d-76ef-4596-8380-c6562fa9e8ef.jpeg","Nouri family","Journalist","Imprisoned","N/A","Imprisoned","Staff","Majzooban-e-Noor","Internet Reporter","Culture, Human Rights, Politics","Internet","Iran","Shiraz",,,"Shiraz",,"Local",,,,,,,,,"Anti-state",,"10+ Years","No",,,,"12 years",
"2022","Imprisoned","Katsiaryna Andreyeva",,"Belarus",,,"Female","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/Andreyeva.png_56d8e6a1-8688-41ba-bb8d-650f4ba0ca0b.png","AP Photo","Journalist","Imprisoned","N/A","Imprisoned","Staff","Belsat TV","Internet Reporter","Culture, Politics","Internet","Belarus","Homel",,,"Homel",,"Local",,,,,,,,,"Anti-state",,"5-10 Years","No",,,,"10 years",
"2022","Imprisoned","Kaung Sett Lin",,"Myanmar",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/KaungSettLin-MyanmarPressphotoAgency%281%29.jpeg_3b9c59a9-bd89-43a3-b3c5-0b058300740c.jpeg","Myanmar Pressphoto Agency","Journalist","Imprisoned","N/A","Imprisoned","Staff","Myanmar Pressphoto Agency","Photographer","Human Rights, Politics","Internet","Myanmar","Yangon",,,"Yangon",,"Local",,,,,,,,,"Anti-state, False News",,"Sentence Pending","Yes",,,,"Not sentenced",
"2022","Imprisoned","Kayvan Samimi",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Iran-e-Farda","Editor, Internet Reporter, Print Reporter","Business, Corruption, Culture, Human Rights, Politics","Internet, Print","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"Anti-state",,"0-5 Years","No",,,,"2 years",
"2022","Imprisoned","Kenan Karavil",,"Turkey",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Radyo Dünya","Editor","Human Rights, Politics, War","Radio","Turkey","Adana",,,"Adana",,"Local",,,,,,,,,"Anti-state",,"10+ Years","No",,,,"25 years","Adana"
"2022","Imprisoned","Khaing Myint Tun (Shwe Lin Thit)",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Politics","Internet","Myanmar","He Hoe",,,"He Hoe",,"Local",,,,,,,,,"Anti-state",,"5-10 Years","Yes",,,,"10 years",
"2022","Imprisoned","Khaled Abdelwahab Radwan",,"Egypt",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Producer","Politics","Documentary Film, Internet, Television","Egypt","Cairo",,,"Cairo",,"Local",,,,,,,,,"Anti-state",,"10+ Years","Yes",,,,"15 years","Cairo"
"2022","Imprisoned","Khaled Sahloob",,"Egypt",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Camera Operator, Photographer","Corruption, Culture, Human Rights, Politics","Internet, Print, Television","Egypt","Cairo",,,"Cairo",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","Yes",,,,"Not sentenced",
"2022","Imprisoned","Khalid Qaderi",,"Afghanistan",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/KhalidQaderi.jfif_b46038a1-7c55-496d-a2b5-45cd65aa1f42.jpeg","Withheld","Journalist","Imprisoned","N/A","Imprisoned","Staff","Radio Nawruz","Broadcast Reporter, Producer","Culture","Radio","Afghanistan","Herat",,,"Herat",,"Local",,,,,,,,,"Anti-state",,,"No",,,,"1 year",
"2022","Imprisoned","Khosrow Sadeghi Borojeni",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Columnist/Commentator","Business, Corruption, Culture, Human Rights, Politics","Internet, Print","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"Anti-state",,"5-10 Years","Yes",,,,"7 years",
"2022","Imprisoned","Khushruz Jumayev",,"Tajikistan",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/KhushruzJumayev%281%29.png_7cd37df4-433e-419a-afe9-d2595835d94d.png","YouTube/Pomere.info","Journalist","Imprisoned","N/A","Imprisoned","Staff","Pomere.info","Editor, Internet Reporter, Publisher/Owner","Culture, Politics","Internet","Tajikistan","Dushanbe",,,"Dushanbe",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Kingsley Fomunyuy Njoka",,"Cameroon",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/KingsleyNjokaCameroon%281%29.jpg_3ec62226-1333-4d40-bba7-1f25c0b666dc.jpeg","Venbatia Fai","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Broadcast Reporter, Columnist/Commentator, Internet Reporter, Print Reporter","Human Rights, Politics","Internet, Print, Radio, Television","Cameroon","Yaoundé",,,"Yaoundé",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","Yes",,,,"Not sentenced",
"2022","Imprisoned","Ksenia Lutskina",,"Belarus",,,"Female","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/KseniaLutskina.jpg_193d05f6-e31d-46f4-98c4-9fe41f87ba20.jpeg","Aleh Lutskin","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Politics","Internet","Belarus","Homel",,,"Homel",,"Local",,,,,,,,,"Anti-state",,"5-10 Years","Yes",,,,"8 years",
"2022","Imprisoned","Kyaw Swar Tun",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Mizzima","Photographer, Internet Reporter","Human Rights, Politics","Internet","Myanmar","Naypyidaw",,,"Naypyidaw",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Lam Man-chung",,"China",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Apple Daily, Next Digital Limited","Editor","Business, Corruption, Crime, Culture, Human Rights, Politics, Sports, War","Internet, Print","China","Hong Kong",,,"Hong Kong",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Lázaro Yuri Valle Roca",,"Cuba",,,"Male",,"Eralidis Frómeta","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Human Rights, Politics","Internet","Cuba","Havana",,,"Havana",,"Local",,,,,,,,,"Anti-state",,"5-10 Years","Yes",,,,"5 years",
"2022","Imprisoned","Le Anh Hung",,"Vietnam",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/RT_LeAnhHung_Imprisoned.jpg_90410f18-004f-4094-97bf-b5d20997ac5c.jpeg","Reuters/Peter Viet","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Voice of America","Internet Reporter","Business, Politics","Internet","Vietnam","Hanoi",,,"Hanoi",,"Local",,,,,,,,,"Anti-state",,"5-10 years","Yes",,,,"5 years",
"2022","Imprisoned","Le Huu Minh Tuan",,"Vietnam",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Vietnam-LeHuuMinhTuan-RFAScreengrab.jpg_599e332b-1e47-4b19-83fb-9f9e86eab57f.jpeg","Screenshot: YouTube/Radio Free Asia","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Politics","Internet","Vietnam","Ba Ria-Vung Tau",,,,"Ba Ria-Vung Tau","Local",,,,,,,,,"Anti-state",,"10+ Years","Yes",,,,"11 years",
"2022","Imprisoned","Le Manh Ha",,"Vietnam",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/LeManhHa.jfif_c11d0cd8-e745-4498-a5bf-712b965a326d.jpeg","Screenshot: YouTube/Voice of the People Le Ha TV (TDTV)","Journalist","Imprisoned","N/A","Imprisoned","Staff","Voice of the People TV (TDTV)","Internet Reporter, Publisher/Owner","Corruption, Human Rights","Internet","Vietnam","Tuyen Quang",,,"Tuyen Quang",,"Local",,,,,,,,,"Anti-state",,"5-10 Years","No",,,,"8 years",
"2022","Imprisoned","Le The Thang",,"Vietnam",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Bao Sach (Clean Newspaper)","Internet Reporter","Human Rights, Politics","Internet","Vietnam",,,,,,"Local",,,,,,,,,"Anti-state",,"1-5 Years","No",,,,"3 years",
"2022","Imprisoned","Le Trong Hung",,"Vietnam",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/LeTrongHung.jfif_9f41a3bf-d1fc-4d46-9e9d-37958d08a442.jpeg","Screenshot: YouTube/VIETLIVE.TV","Journalist","Imprisoned","N/A","Imprisoned","Staff","Chen Hung Nuoc Viet (CHTV)","Internet Reporter, Publisher/Owner","Human Rights, Politics","Internet","Vietnam","Nghe An",,,,"Nghe An","Local",,,,,,,,,"Anti-state",,"5-10 years","Yes",,,,"5 years",
"2022","Imprisoned","Le Van Dung (Le Dung Vova)",,"Vietnam",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Chan Hung Nuoc Viet","Internet Reporter","Corruption, Politics","Internet","Vietnam","Hanoi",,,"Hanoi",,"Local",,,,,,,,,"Anti-state",,"5-10 years","No",,,,"5 years",
"2022","Imprisoned","Lezgin Akdeniz",,"Turkey",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Diyarbakr9LezginAkdeniz.jpg_cdbaf43c-b9bd-4297-b288-0f534bd6c55a.jpeg","Mezopotamya News Agency","Journalist","Imprisoned","N/A","Imprisoned","Staff","ARİ Production Company","Camera Operator","Culture, Human Rights, Politics","Documentary Film, Internet, Television","Turkey","Diyarbakır",,,"Diyarbakır",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Li Xinde",,"China",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","China Public Opinion Surveillance Net","Internet Reporter","Business, Corruption, Human Rights","Internet","China","Pizhou, Jiangsu Province",,,"Pizhou, Jiangsu Province",,"Local",,,,,,,,,"Retaliatory",,"5-10 Years","No",,,,"5 years",
"2022","Imprisoned","Liu Wei'an",,"China",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Business, Corruption","Internet","China",,,,,,"Local",,,,,,,,,"Retaliatory",,"10+ Years","No",,,,"14 years","Unknown"
"2022","Imprisoned","Lü Gengsong",,"China",,,"Male","https://cpj-photos.s3.amazonaws.com/Lu%20Gengsong_China%20Political%20Prisoner%20Concern%20case%2000192-2017-12-18-1513625243188.jpg","China Political Prisoner Concern case 00192","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Corruption, Crime, Politics","Internet","China","Huzhou, Zhejiang",,,"Huzhou, Zhejiang","Zhejiang","Local",,,,,,,,,"Anti-state",,"10+ Years","Yes",,,,"11 years","Huzhou, Zhejiang"
"2022","Imprisoned","Luo Yuwei",,"China",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Uighurbiz","Internet Reporter, Technician","Culture, Human Rights, Politics","Internet","China",,,,,,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced","Unknown"
"2022","Imprisoned","Lway M Phoung",,"Myanmar",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Shwe Phee Myay News Agency","Broadcast Reporter, Camera Operator","Politics","Internet, Television","Myanmar","Lashio",,,"Lashio",,"Local",,,,,,,,,"Anti-state, False News",,"1-5 Years","Yes",,,,"2 years",
"2022","Imprisoned","Ma Htet Htet",,"Myanmar",,,"Female",,"Thingangyun Post","Journalist","Imprisoned","N/A","Imprisoned","Staff","Thingangyun Post","Internet Reporter","Politics","Internet","Myanmar","Yangon",,,"Yangon",,"Local",,,,,,,,,"Anti-state, False News",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Ma Thuzar",,"Myanmar",,,"Female","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/MaThuzar-MyanmarPressphotoAgency%281%29.jpeg_c56b20e2-930b-4234-910b-5d7eff5ff0cd.jpeg","Myanmar Pressphoto Agency","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Myanmar Pressphoto Agency","Camera Operator, Photographer, Internet Reporter","Politics","Internet","Myanmar","Yangon",,,"Yangon",,"Local",,,,,,,,,"Anti-state, False News",,"1-5 Years","No",,,,"2 years",
"2022","Imprisoned","Mahmoud Abou Zeid (Shawkan)",,"Egypt",,,"Male","https://cpj-photos.s3.amazonaws.com/Shawkan-Recrop-2017-12-21-1513885694358.jpg","Freedom for Shawkan campaign","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Demotix/Corbis","Photographer","Politics","Internet, Print","Egypt","Cairo",,,"Cairo",,"Local",,,,,,,,,"Anti-state, Retaliatory",,"0-5 Years","No",,,,"5 years","Cairo"
"2022","Imprisoned","Mahmoud al-Jaziri",,"Bahrain",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Al-Wasat","Print Reporter","Politics","Print","Bahrain","Manama",,,"Manama",,"Local",,,,,,,,,"Anti-state",,"10+ Years","No",,,,"15 years","Jaw"
"2022","Imprisoned","Mahmoud Saad Diab",,"Egypt",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Al-Ahram","Columnist/Commentator, Internet Reporter, Print Reporter","Culture, Politics","Internet, Print","Egypt","Cairo",,,"Cairo",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","Yes",,,,"Not sentenced",
"2022","Imprisoned","Majid Tavakoli",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Columnist/Commentator, Internet Reporter","Corruption, Crime, Culture, Human Rights, Politics","Internet","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Malihe Darki",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Photographer","Culture, Human Rights, Politics, Sports","Internet","Iran",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Manan Dar",,"India",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Photographer","Human Rights, Politics, War","Internet","India","Srinagar","Jammu and Kashmir",,"Srinagar",,"Local",,,,,,,,,"Anti-state",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Mancho Bibixy",,"Cameroon",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/prod/Cameroon-ManchoBibixy.jpg_0a3e4bf0-8927-4228-9787-98288732f0e4.jpeg","Akuma Divine Fru","Journalist","Imprisoned","N/A","Imprisoned","Staff","Abakwa FM","Broadcast Reporter","Business, Culture, Human Rights, Politics, Sports","Radio","Cameroon","Yaoundé","Central Region",,"Yaoundé",,"Local",,,,,,,,,"Anti-state, False News",,"10+ Years","Yes",,,,"15 years",
"2022","Imprisoned","Mandana Sadeghi",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter, Print Reporter","Corruption, Crime, Culture, Human Rights, Politics","Internet, Print","Iran","Ahvaz",,,"Ahvaz",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Mansour Iranpour",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Ashkan News and Tabnak","Internet Reporter","Business, Corruption, Politics","Internet","Iran","Jiroft",,,"Jiroft",,"Local",,,,,,,,,"Anti-state, False News",,"0-5 Years","Yes",,,,"1 year",
"2022","Imprisoned","Maria Ponomarenko",,"Russia",,,"Female","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Ponomarenko.png_7d826329-f128-4498-b1f6-8cf4f5ced189.png","Sota Vision","Journalist","Imprisoned","N/A","Imprisoned","Staff","RusNews","Internet Reporter","Culture, Politics","Internet","Russia","Barnaul",,,"Barnaul",,"Local",,,,,,,,,"False News",,"Sentence Pending","Yes",,,,"Not sentenced",
"2022","Imprisoned","Marwan al-Mureisi",,"Yemen",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter","Business, Culture","Internet","Saudi Arabia","Riyadh",,,"Riyadh",,"Foreign",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Maryam Vahidian",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter, Print Reporter","Culture, Human Rights, Politics","Internet, Print","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Maryna Zolatava",,"Belarus",,,"Female","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Zolatava.jpeg_563dde89-9339-487a-bdcf-70f326e246ba.jpeg","AP/Sergei Grits","Journalist","Imprisoned","N/A","Imprisoned","Staff","Tut.by","Editor","Human Rights, Politics","Internet","Belarus","Minsk",,,"Minsk",,"Local",,,,,,,,,"Retaliatory",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Marzieh Amiri",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Way2Pay","Internet Reporter, Print Reporter","Business, Corruption, Crime, Culture, Politics","Internet, Print","Iran",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","Yes",,,,"Not sentenced",
"2022","Imprisoned","Marzieh Talaee",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Mukrian News Agency","Internet Reporter","Corruption, Culture, Human Rights, Politics","Internet","Iran",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Masoud Kordpour",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Mukrian News Agency","Columnist/Commentator, Editor, Internet Reporter, Publisher/Owner","Business, Corruption, Crime, Culture, Human Rights, Politics, Sports, War","Internet","Iran",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Mattewos Habteab",,"Eritrea",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Meqaleh","Editor, Print Reporter, Publisher/Owner","Human Rights, Politics, War","Print","Eritrea",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced","Unknown"
"2022","Imprisoned","Maung Maung Myo",,"Myanmar",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Mekong News","Internet Reporter","Human Rights, Politics","Internet","Myanmar","Mawlamyine, Mon State",,,"Mawlamyine, Mon State",,"Local",,,,,,,,,"Anti-state",,"5-10 Years","No",,,,"6 years",
"2022","Imprisoned","Mazlum Doğan Güler",,"Turkey",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Diyarbakr13MazlumDoganGuler.jpg_0cc710cb-e5c1-4b70-ba95-5c650e8661a0.jpeg","Mezopotamya News Agency","Journalist","Imprisoned","N/A","Imprisoned","Staff","PİYA Production Company","Camera Operator","Culture, Human Rights, Politics","Documentary Film, Internet, Television","Turkey","Diyarbakır",,,"Diyarbakır",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Medhanie Haile",,"Eritrea",,,"Male","https://cpj-photos.s3.amazonaws.com/Medhanie%20Haile_%20PEN%20Eritrea-2017-12-18-1513619776187.jpg","Pen Eritrea/ Unknown","Journalist","Imprisoned","N/A","Imprisoned","Staff","Keste Debana","Columnist/Commentator, Editor, Print Reporter, Publisher/Owner","Human Rights, Politics, Sports","Print","Eritrea",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","Yes",,,,"Not sentenced","Unknown"
"2022","Imprisoned","Mehdi Amirpour",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter, Print Reporter","Culture, Politics, Sports","Internet, Print","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Mehmet Ali Ertaş",,"Turkey",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Diyarbakr5MehmetAliErtas.jpeg_eab28f1b-deb7-4f34-bb48-19b6fac8f8b5.jpeg","Mezopotamya News Agency","Journalist","Imprisoned","N/A","Imprisoned","Staff","Xwebûn, PEL Production Company","Editor, Producer","Culture, Human Rights, Politics","Internet, Print, Television","Turkey","Diyarbakır",,,"Diyarbakır",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Mehmet Baransu",,"Turkey",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Taraf","Columnist/Commentator, Internet Reporter, Print Reporter","Corruption, Crime, Politics, War","Internet, Print","Turkey","Istanbul",,,"Istanbul",,"Local",,,,,,,,,"Anti-state",,"10+ Years","Yes",,,,"19 years 6 months","Istanbul"
"2022","Imprisoned","Mehmet Şahin",,"Turkey",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Diyarbakr8MehmetSahin.jpg_44bfe897-fe1b-4c8d-8995-48de09c178d6.jpeg","Mezopotamya News Agency","Journalist","Imprisoned","N/A","Imprisoned","Staff","PEL Production Company, Xwebûn","Broadcast Reporter, Columnist/Commentator","Culture, Politics","Internet, Print, Television","Turkey","Diyarbakır",,,"Diyarbakır",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Mehrnoosh Tafian",,"Iran",,,"Female",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter, Print Reporter","Business, Corruption, Culture, Human Rights, Politics","Internet, Print","Iran",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Memetjan Abdulla",,"China",,,"Male","https://cpj-photos.s3.amazonaws.com/Memetjan%20Abdulla_China%20Political%20Prisoner%20Concern%20case%2000014-2017-12-18-1513625365113.jpg","China Political Prisoner Concern case 00014","Journalist","Imprisoned","N/A","Imprisoned","Staff","China National Radio","Editor","Culture, Human Rights, Politics","Internet, Radio","China","Shikho","Xinjiang",,"Shikho",,"Local",,,,,,,,,"Anti-state",,"10+ Years","No",,,,"Life","Xinjiang"
"2022","Imprisoned","Memetjan Abliz Boriyar",,"China",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Kashgar Publishing House","Editor","Culture, Politics","Print","China",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Memtimin Obul",,"China",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Xinjiang Daily","Editor","Business, Corruption, Crime, Culture, Human Rights, Politics, Sports, War","Print","China",,,,,,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Miguel Mendoza Urbina",,"Nicaragua",,,"Male","https://cpj-photos.s3.us-west-2.amazonaws.com/beta/Mendoza.jpeg_5d0151bd-3f24-43e5-9996-d3f6dda71b4a.jpeg","La Prensa","Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Columnist/Commentator, Internet Reporter","Human Rights, Politics, Sports","Internet, Radio, Television","Nicaragua","Managua",,,"Managua",,"Local",,,,,,,,,"Anti-state, False News",,"5-10 Years","Yes",,,,"9 years",
"2022","Imprisoned","Mikhail Afanasyev",,"Russia",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Staff","Novy Fokus","Editor","Culture, Human Rights, Politics, Sports, War","Internet","Russia","Abakan",,,"Abakan",,"Local",,,,,,,,,"False News",,"Sentence Pending","No",,,,"Not sentenced",
"2022","Imprisoned","Milad Fadaei Asl",,"Iran",,,"Male",,,"Journalist","Imprisoned","N/A","Imprisoned","Freelance","Freelance","Internet Reporter, Print Reporter","Corruption, Crime, Culture, Human Rights, Politics","Internet, Print","Iran","Tehran",,,"Tehran",,"Local",,,,,,,,,"No charge disclosed",,"Sentence Pending","No",,,,"Not sentenced",
